Year,Country,Industry,AI_Startups,Job_Postings,Skill,Avg_Salary_USD,Tool,Popularity_Score,Investment_Million_USD,Growth_Rate_%
2024,Mexico,Finance,389,5503,Machine Learning,129420,Claude,62,832.8,23.51
2023,Australia,Education,184,9418,AI Tools,141012,ChatGPT,82,444.6,5.83
2024,India,Automotive,110,18460,Machine Learning,91609,TensorFlow,85,95.3,6.62
2024,Israel,Retail,270,2658,Cloud Computing,115164,TensorFlow,84,803.4,25.76
2022,Switzerland,Education,172,5786,Machine Learning,104552,Gemini,63,643,27.1
2023,Germany,Education,304,6804,NLP,81827,PyTorch,95,667.3,7.33
2024,Canada,Manufacturing,252,9900,Python,62977,Bard,79,585.3,15.19
2023,Denmark,Telecom,63,17494,Machine Learning,63687,PyTorch,92,324.3,22.76
2025,Russia,IT,329,19626,Data Science,92065,Gemini,59,328.2,6.73
2022,Spain,Healthcare,178,7884,Cloud Computing,65595,PyTorch,74,576.9,26.51
2024,Brazil,Retail,436,13183,Python,138009,Gemini,92,118.2,10.45
2021,Norway,Healthcare,113,7973,AI Tools,71418,Gemini,98,436.1,13.76
2025,Australia,Finance,354,19903,Cloud Computing,73317,ChatGPT,95,107,8.37
2023,Brazil,Manufacturing,88,4448,AI Tools,123303,PyTorch,61,271.5,24.01
2025,Australia,IT,343,13607,Data Science,74717,Gemini,87,241.5,15.88
2025,Japan,Education,264,7639,Python,135835,Claude,74,505.6,14.92
2025,Australia,Telecom,202,18066,AI Tools,135972,PyTorch,65,502.3,14.81
2025,Denmark,Education,457,17383,Cloud Computing,114931,TensorFlow,71,523.5,8.48
2022,Norway,Education,368,10432,Cloud Computing,121692,ChatGPT,88,792.1,25.84
2023,France,Healthcare,358,8196,Cloud Computing,70918,PyTorch,91,198.1,9.43
2025,South Africa,IT,492,12438,Python,92720,Gemini,74,484.2,16.77
2023,Switzerland,Telecom,143,19141,Data Science,89336,Bard,81,413.6,8.17
2025,Indonesia,Education,184,7966,Data Science,75561,TensorFlow,69,853.6,10.83
2024,India,Retail,486,2385,Python,146274,PyTorch,95,427.9,7.86
2025,Finland,Retail,421,8492,Cloud Computing,100687,Copilot,69,770.1,24.39
2024,Finland,Telecom,438,8283,Cloud Computing,100434,PyTorch,67,52.1,5.32
2023,Finland,Telecom,57,2768,AI Tools,60836,Copilot,72,767.6,13.63
2025,Turkey,Education,358,14290,Python,99828,ChatGPT,80,907.8,12.22
2022,Switzerland,Retail,125,19085,Machine Learning,76990,Bard,90,136.7,14.33
2021,Italy,Telecom,390,9517,Python,66839,Bard,73,536.4,23.91
2021,South Korea,Healthcare,59,16685,Python,113737,Claude,55,768.2,19.3
2025,Japan,Education,187,9337,NLP,120268,Copilot,58,338.2,23.82
2022,Italy,Healthcare,199,19056,Machine Learning,63193,PyTorch,96,700.1,17.08
2023,Mexico,Retail,219,15386,AI Tools,130406,ChatGPT,69,346.5,28.65
2021,Norway,Telecom,249,16268,AI Tools,82721,PyTorch,67,765,27.37
2024,Australia,Retail,106,17263,AI Tools,78239,TensorFlow,92,874.5,28.76
2023,Brazil,Education,317,14857,AI Tools,110139,Claude,88,418.2,7.55
2021,China,Finance,373,13268,Data Science,62233,PyTorch,98,686.7,6.71
2021,Australia,Manufacturing,492,17371,Machine Learning,99008,Claude,81,98.9,13.66
2022,Indonesia,Healthcare,320,3324,Cloud Computing,120998,Copilot,77,139.9,27.55
2024,Mexico,Manufacturing,200,4990,NLP,98710,Bard,65,746,12.62
2025,Indonesia,Education,361,1405,Machine Learning,85876,PyTorch,86,550.7,27.36
2022,USA,Retail,150,8114,Machine Learning,114868,ChatGPT,72,225,6.66
2023,India,Automotive,468,4818,Machine Learning,69707,TensorFlow,66,299.4,15.46
2024,Switzerland,Manufacturing,150,2237,Python,107823,Copilot,99,816,5.89
2020,South Korea,Finance,359,16176,AI Tools,121706,Copilot,93,630,14.58
2025,Turkey,Retail,113,12049,Data Science,134538,Copilot,93,172.5,14.62
2022,Mexico,Automotive,487,18563,NLP,103749,Gemini,63,736.8,16.54
2022,China,IT,431,3191,Python,117271,Copilot,77,845.3,22.27
2020,Turkey,Manufacturing,328,13781,AI Tools,68329,ChatGPT,95,121.6,17.56
2023,Spain,IT,183,10657,Machine Learning,146352,Gemini,50,663.4,10.74
2022,South Africa,Retail,433,4621,Cloud Computing,84546,ChatGPT,64,823.7,5.09
2021,Norway,Finance,246,10337,Machine Learning,104229,Bard,97,305,25.06
2023,Canada,Manufacturing,142,17575,Cloud Computing,142114,Copilot,56,203.7,29.82
2023,Israel,Education,252,13229,AI Tools,147333,TensorFlow,71,316.6,28.03
2021,Israel,Finance,71,16745,AI Tools,99898,Copilot,74,775.2,27.99
2022,South Africa,Healthcare,491,11010,Data Science,105306,Gemini,81,388.4,15.27
2023,Singapore,Healthcare,445,10499,AI Tools,67162,PyTorch,53,666.1,25.74
2021,Finland,Finance,61,2880,AI Tools,99751,Copilot,82,773.5,11.55
2021,UK,Automotive,171,3409,Machine Learning,130516,Copilot,92,973.3,14.22
2022,South Korea,Automotive,420,2458,Python,149474,PyTorch,52,309.8,9.75
2020,USA,Automotive,363,2326,Machine Learning,62574,Gemini,63,531.6,15.94
2025,Brazil,Finance,352,13877,Machine Learning,102960,TensorFlow,92,808.8,9.96
2021,Russia,Finance,225,16283,NLP,117335,Gemini,87,992.5,23.37
2022,Sweden,Finance,495,7004,Python,118731,Claude,84,711.8,25.99
2022,Turkey,Finance,310,16065,Cloud Computing,137890,Gemini,97,732,9.87
2020,Russia,Finance,50,2684,NLP,67083,Bard,71,991.4,13.56
2023,Italy,Retail,383,4397,Data Science,69632,PyTorch,72,927,8.16
2021,Japan,Education,484,17755,AI Tools,83040,Copilot,83,138.6,5.76
2025,Germany,Automotive,85,12548,AI Tools,63647,PyTorch,66,878.6,17.68
2024,Netherlands,Finance,164,9482,AI Tools,138806,Bard,90,740.2,12.35
2025,Japan,Automotive,460,4769,NLP,148621,Claude,100,922.9,14.71
2022,Finland,IT,252,18835,Machine Learning,83446,Claude,51,364,14.28
2022,UAE,Manufacturing,336,13579,AI Tools,114438,Bard,65,279.7,27.33
2022,Spain,Manufacturing,380,3993,Python,119582,Bard,77,951.2,27.82
2020,Brazil,Healthcare,298,12885,Machine Learning,127025,Copilot,99,173,8.93
2020,Turkey,Retail,319,2733,Machine Learning,107838,Gemini,60,368.8,23.58
2022,India,Education,186,15115,NLP,78676,Bard,95,765.9,7.56
2021,Singapore,Retail,382,16881,Cloud Computing,134233,PyTorch,60,150,6.05
2023,Denmark,Telecom,87,10199,Python,111970,PyTorch,54,642.4,16.65
2024,Russia,Telecom,184,16057,Machine Learning,100467,TensorFlow,95,500,15.32
2025,Israel,Automotive,251,11006,AI Tools,138268,PyTorch,85,526.4,14.59
2020,Russia,Retail,156,12461,Cloud Computing,141794,Bard,71,336.1,13.06
2025,France,IT,51,12158,Data Science,129351,TensorFlow,93,910.6,23.75
2024,UAE,Retail,378,14337,NLP,77729,Claude,77,737.2,29.68
2023,Sweden,Telecom,471,12302,Cloud Computing,128999,ChatGPT,92,531.1,6.73
2021,Norway,Retail,147,5770,AI Tools,139966,ChatGPT,58,729.3,25.63
2025,Turkey,Automotive,400,19874,Cloud Computing,123714,Bard,50,764.5,24.04
2020,Switzerland,Manufacturing,89,13079,AI Tools,111532,Copilot,73,622.4,7.05
2022,Sweden,Education,374,16499,Python,113384,PyTorch,66,93.9,24.21
2023,South Korea,Telecom,76,19904,Python,108044,Gemini,98,94.8,21.09
2024,UK,Healthcare,251,10752,Data Science,129873,Bard,67,313.5,23.19
2023,South Africa,Healthcare,299,18987,Cloud Computing,146701,TensorFlow,78,886.5,27.42
2024,UAE,Education,386,2800,AI Tools,146185,Bard,53,947.7,12.87
2024,Japan,Telecom,331,3456,Machine Learning,101684,Claude,89,821,14.65
2020,Canada,Healthcare,65,3875,Data Science,119736,PyTorch,59,268.1,11.41
2020,UAE,Telecom,104,11867,NLP,128312,Claude,76,468.4,18
2020,Netherlands,Retail,152,9583,Machine Learning,120716,Claude,63,635.5,21.85
2025,South Africa,Manufacturing,418,2173,AI Tools,74080,PyTorch,65,155.6,9.07
2022,Sweden,Retail,402,14169,NLP,139000,Claude,58,603.4,13.22
2022,South Korea,Manufacturing,239,13030,Data Science,126373,TensorFlow,95,491.6,6.14
2021,Germany,Telecom,237,15737,NLP,102295,ChatGPT,82,429.9,15.07
2022,Turkey,Retail,257,13902,Cloud Computing,113978,ChatGPT,54,958,11.69
2022,Germany,Telecom,243,4105,AI Tools,91787,TensorFlow,82,979.7,5.52
2024,Denmark,Manufacturing,486,9328,AI Tools,128128,Claude,100,408,25.46
2025,UK,Healthcare,53,16417,AI Tools,149663,Bard,91,237.3,12.96
2024,India,Healthcare,118,3233,Data Science,74553,TensorFlow,51,487.1,10.47
2020,China,Manufacturing,325,1672,Python,63887,PyTorch,75,346.8,11.29
2021,Mexico,Manufacturing,302,5549,Cloud Computing,67248,Gemini,99,788.6,27.86
2023,Norway,Retail,245,19507,Python,88114,Copilot,82,514.5,15.91
2024,Australia,Telecom,454,16965,NLP,70486,Claude,88,422.8,22.05
2022,India,IT,249,3218,Python,111126,Copilot,73,883.4,28.77
2022,Sweden,IT,333,3261,Cloud Computing,97637,Claude,57,790.6,13.78
2022,Russia,Retail,399,13558,AI Tools,98265,ChatGPT,73,263.8,21.84
2020,Turkey,Education,328,4675,Python,138618,Claude,51,846.2,7.84
2020,South Korea,Healthcare,181,2108,NLP,132285,ChatGPT,92,329.2,8.41
2021,Russia,Retail,223,9021,Data Science,89486,Copilot,86,291.8,24.46
2022,USA,Finance,218,3918,AI Tools,122650,ChatGPT,65,644.2,13.85
2020,Sweden,Manufacturing,66,1367,Cloud Computing,97230,Copilot,64,716.7,22.07
2021,Japan,Education,85,5522,NLP,132022,Bard,73,624.7,29.93
2021,Italy,Manufacturing,390,5901,Machine Learning,92487,Copilot,80,550.1,9.91
2025,South Korea,Healthcare,276,7902,Python,133384,Copilot,59,831.6,13.03
2023,USA,Finance,312,7867,Data Science,66631,PyTorch,75,491.2,24.23
2022,Canada,Retail,68,19460,Machine Learning,90690,Gemini,96,353.3,24.8
2021,Finland,Retail,117,3303,AI Tools,85203,ChatGPT,57,149,25.59
2024,USA,Retail,308,2878,AI Tools,126259,PyTorch,100,282.9,5.21
2020,USA,IT,247,5980,Data Science,101246,Claude,80,157.4,27.88
2020,Netherlands,Telecom,71,6615,AI Tools,129093,Claude,57,919.8,17.36
2024,Indonesia,Automotive,150,18416,Cloud Computing,108334,Gemini,100,235.5,29.67
2025,Spain,Finance,350,1194,AI Tools,75555,Copilot,60,253.6,9.33
2024,Switzerland,Telecom,450,12258,Cloud Computing,149346,Claude,80,717,9.19
2024,Norway,Telecom,99,11226,AI Tools,60757,Claude,73,599,22.8
2021,Germany,Healthcare,354,12622,AI Tools,123314,ChatGPT,58,315.5,14.55
2021,Australia,Education,59,8516,Cloud Computing,94468,Claude,86,236.8,15.05
2022,Canada,Finance,152,3533,Data Science,79874,PyTorch,78,430.4,26.95
2022,Norway,Education,111,3430,Machine Learning,60896,Gemini,90,902.6,6.3
2023,Canada,Finance,246,4438,Cloud Computing,133805,Gemini,75,990.9,22.59
2025,Switzerland,Telecom,54,14425,Python,86192,TensorFlow,92,121.9,7.72
2021,Australia,Automotive,342,16425,Machine Learning,99523,TensorFlow,72,998.7,29.41
2022,Denmark,Retail,499,15029,Data Science,118635,ChatGPT,67,173.6,16.84
2022,Turkey,Retail,258,7990,NLP,86548,Copilot,85,224.9,9.07
2022,Finland,Automotive,80,11804,Data Science,76427,Bard,64,577.6,27.48
2021,Sweden,Automotive,249,9184,NLP,100833,Claude,87,659.4,18.12
2024,Sweden,Automotive,62,14592,Cloud Computing,72907,ChatGPT,95,175.2,6.03
2024,Switzerland,Automotive,293,18585,AI Tools,61377,TensorFlow,85,242.3,5.82
2025,Switzerland,IT,217,6716,NLP,63012,Bard,89,768.9,5.15
2025,Norway,IT,173,3963,AI Tools,70046,Bard,70,194.3,8.62
2022,Denmark,Education,93,15636,Data Science,114401,TensorFlow,78,654.7,10.99
2024,USA,Healthcare,383,5049,Python,120481,TensorFlow,80,540.1,13.68
2022,Netherlands,Finance,343,7936,Cloud Computing,126603,ChatGPT,95,627.2,13.87
2020,UK,Retail,84,9096,AI Tools,78984,ChatGPT,88,445.4,23.53
2023,Finland,Education,176,14220,AI Tools,130527,TensorFlow,71,387.9,13.7
2023,USA,Education,169,14066,AI Tools,107490,Copilot,72,782.8,12.14
2021,Turkey,Retail,347,2703,NLP,106477,TensorFlow,98,211.2,16.41
2022,China,Automotive,297,19282,Machine Learning,75525,Claude,65,904.4,10.25
2024,Indonesia,IT,354,7443,NLP,149690,Copilot,73,516.4,13
2021,UK,Finance,357,13764,NLP,100519,Gemini,83,412.5,8.97
2020,Italy,Retail,149,16375,Machine Learning,127561,Gemini,75,461.8,10.77
2021,Denmark,Finance,122,17450,Data Science,124043,Copilot,87,728,17.98
2020,Germany,Automotive,226,11833,Data Science,91024,Copilot,97,443.1,14.63
2020,Singapore,Education,297,1803,Python,113308,Gemini,57,758.6,13.74
2023,Switzerland,Healthcare,214,3174,Cloud Computing,119961,TensorFlow,98,700.3,25.25
2020,Mexico,Retail,125,8135,Machine Learning,134866,ChatGPT,90,857.3,28.05
2024,Denmark,Healthcare,287,9701,AI Tools,66830,TensorFlow,81,738.7,22.23
2025,UAE,Finance,217,19822,Data Science,65178,TensorFlow,58,890.3,6.29
2024,Netherlands,IT,112,13157,Python,88177,Gemini,63,681,12.06
2024,USA,Telecom,485,1594,AI Tools,130752,Gemini,66,900,5.47
2023,Japan,Retail,206,1023,Cloud Computing,64560,Copilot,60,603.6,21.04
2023,South Korea,Education,445,8436,Machine Learning,147382,ChatGPT,57,242.1,26.21
2020,Sweden,Healthcare,355,2472,Data Science,77047,Gemini,71,965.9,21.01
2022,UAE,Telecom,437,16250,Cloud Computing,112390,PyTorch,99,782.6,17.57
2020,Australia,Education,81,12811,Machine Learning,139558,ChatGPT,60,593.8,18.31
2022,China,IT,306,4894,Cloud Computing,123849,ChatGPT,62,381.2,19.76
2023,Denmark,Retail,458,18531,Machine Learning,91149,ChatGPT,99,339,18.3
2023,Germany,Healthcare,250,10968,Data Science,142717,Copilot,57,244.7,12.55
2022,Finland,Healthcare,482,19939,Machine Learning,82046,Copilot,83,394.1,21.76
2021,South Korea,Telecom,343,7762,NLP,131734,ChatGPT,81,105.2,20.65
2024,Canada,IT,87,19927,AI Tools,75631,ChatGPT,94,760,29.98
2025,Israel,Manufacturing,255,7399,Data Science,63428,Copilot,92,177.2,8.54
2025,Germany,IT,67,19798,NLP,108920,Copilot,64,152.3,26.22
2023,France,Education,66,8573,Python,60088,TensorFlow,98,633.9,12.15
2023,Spain,Finance,381,5126,Cloud Computing,73602,Copilot,95,368.3,23.42
2021,Spain,Telecom,330,5143,Python,130364,Copilot,50,272.8,21.85
2022,Finland,Manufacturing,314,4036,AI Tools,88903,ChatGPT,93,414.5,29.6
2024,Italy,Retail,261,8356,Cloud Computing,70486,ChatGPT,90,680.2,17.27
2025,Norway,Automotive,332,14238,Python,72690,TensorFlow,100,899.7,9.03
2025,India,IT,494,11296,Python,100941,Copilot,71,700.2,25.15
2021,Spain,Telecom,113,13811,Machine Learning,143908,TensorFlow,51,671.5,26.57
2025,UK,Retail,263,18798,Cloud Computing,148870,PyTorch,96,494,29.37
2024,Sweden,Finance,404,19841,Cloud Computing,100057,ChatGPT,96,790.2,29.21
2023,Mexico,Automotive,355,15510,Data Science,100278,Gemini,95,176.5,27.23
2021,Japan,Education,487,3132,Python,79271,Bard,92,291.5,20.22
2023,Spain,Education,479,8321,AI Tools,91778,PyTorch,56,703.8,28.33
2023,Canada,Finance,165,16495,Machine Learning,144957,ChatGPT,55,879.4,22.67
2022,Italy,Finance,280,2571,Cloud Computing,66507,PyTorch,51,132.6,25.19
2023,Italy,Automotive,385,5718,NLP,146268,Bard,90,224.4,5.7
2020,France,Retail,377,6804,Machine Learning,136622,Claude,63,447.2,8.89
2023,Israel,Education,392,8218,Cloud Computing,103848,ChatGPT,65,961.3,25.73
2021,Germany,Retail,379,14622,NLP,93271,Bard,68,708.3,22.76
2024,Israel,Automotive,159,17952,Machine Learning,65321,PyTorch,70,580.5,7.81
2021,Norway,Telecom,212,3506,NLP,98993,TensorFlow,68,815.1,18.28
2025,Australia,Automotive,328,3693,Data Science,78591,PyTorch,86,460.6,22.03
2022,Netherlands,Healthcare,474,2826,AI Tools,147660,Copilot,99,232.2,21.36
2024,France,IT,142,5114,NLP,142517,PyTorch,88,752.4,21.34
2021,Switzerland,Retail,251,2739,NLP,120287,Copilot,84,471.4,21.41
2020,Israel,Manufacturing,444,9524,Machine Learning,69987,Copilot,92,451.1,7.77
2022,South Korea,Healthcare,268,3489,Data Science,115977,Gemini,93,472.8,25.44
2021,Israel,Education,372,12978,Cloud Computing,111853,Bard,63,114.2,21.13
2023,Switzerland,IT,59,14205,Cloud Computing,63148,Bard,95,910.4,10.21
2022,Italy,Retail,345,4481,AI Tools,69322,TensorFlow,90,624.5,17.71
2023,Russia,IT,70,1103,NLP,108717,Copilot,83,794.7,16.94
2021,Brazil,Retail,220,12303,Cloud Computing,128364,Bard,90,505.5,28.56
2023,Norway,Education,83,18771,NLP,64561,Claude,69,729.1,7.3
2024,South Africa,Healthcare,279,2621,Cloud Computing,129858,ChatGPT,55,839.1,22.98
2021,Brazil,Manufacturing,122,11466,Data Science,68807,Claude,90,850.3,24.66
2020,Denmark,Manufacturing,166,17219,Data Science,75365,PyTorch,60,220.8,11.75
2021,UAE,Finance,218,19988,Python,69906,ChatGPT,50,463.1,10.09
2022,India,Automotive,121,17632,AI Tools,130128,Bard,76,531.9,26.28
2025,Finland,IT,233,9263,Machine Learning,84307,Copilot,55,930.9,22.72
2021,Italy,Healthcare,345,9170,Python,88507,TensorFlow,55,605.7,16.1
2021,Sweden,Telecom,51,3915,Machine Learning,71905,Copilot,96,564,9.28
2024,Russia,Automotive,182,9879,Cloud Computing,132362,Copilot,92,348.5,5.28
2023,USA,Healthcare,356,1126,Cloud Computing,141136,TensorFlow,82,256.3,14.5
2021,Germany,Manufacturing,78,1471,Python,136009,ChatGPT,99,850.8,8
2022,Netherlands,Retail,133,19465,NLP,77762,TensorFlow,68,560.7,21.8
2020,China,Telecom,143,5558,AI Tools,110927,ChatGPT,65,744.6,26.3
2020,Netherlands,Automotive,249,14959,Python,107456,Gemini,64,784,23.43
2022,Turkey,Manufacturing,138,19863,Cloud Computing,120744,Bard,69,248.5,12.85
2022,France,Education,453,13895,Cloud Computing,89975,ChatGPT,55,816,15.93
2021,Spain,Education,181,11786,Data Science,95530,Copilot,74,571.3,27.84
2020,Russia,Retail,249,9121,Machine Learning,76257,TensorFlow,52,621.9,29.13
2020,Australia,Education,292,4348,Python,62250,Bard,72,894.9,28.35
2022,Canada,Healthcare,129,12957,AI Tools,96580,TensorFlow,52,167.2,11.51
2023,Sweden,Healthcare,465,11416,Python,126585,Gemini,77,720.8,10.47
2020,Israel,Automotive,122,7092,AI Tools,74784,PyTorch,85,839,25.33
2023,UAE,Education,307,11931,Machine Learning,83416,PyTorch,60,390.1,9.44
2024,Japan,IT,324,6596,AI Tools,122136,PyTorch,94,907,14.47
2025,USA,Telecom,385,8028,NLP,77424,Copilot,67,136.4,22.24
2020,Finland,Finance,204,19850,Cloud Computing,144964,Bard,98,660.1,9.93
2023,Italy,Finance,248,12922,Cloud Computing,127747,Copilot,96,514.4,5.48
2025,USA,Finance,277,17843,Python,104667,Gemini,96,958.6,27.7
2025,France,Telecom,430,9383,NLP,119483,Copilot,90,462,28.25
2024,Germany,Healthcare,72,7050,Cloud Computing,135822,Claude,97,496.8,10.26
2021,Canada,IT,494,8928,Machine Learning,96534,ChatGPT,75,987.1,14.31
2024,USA,Automotive,277,11768,Cloud Computing,68394,Bard,57,790.4,5.91
2021,India,IT,372,9603,AI Tools,62278,Claude,60,95,7.44
2025,Israel,Education,413,12796,Data Science,148190,Copilot,58,441.2,25.08
2020,Israel,Education,389,2378,NLP,134860,ChatGPT,64,170.1,24.07
2021,Finland,Manufacturing,297,6652,Machine Learning,61177,Copilot,51,217.9,18.91
2022,China,Telecom,454,7594,Data Science,61774,Gemini,84,850.7,21.71
2024,Japan,Healthcare,272,17155,AI Tools,99435,Copilot,68,897,20.2
2024,France,Automotive,291,3201,Python,104712,TensorFlow,79,82.1,8.98
2023,Canada,Healthcare,104,4458,Cloud Computing,125985,Bard,78,375.1,11.97
2020,Indonesia,Healthcare,495,4943,Python,108734,Copilot,95,666.7,9.67
2022,Japan,Automotive,451,7143,Machine Learning,131804,ChatGPT,60,391.9,29.51
2024,UK,Education,365,15569,Data Science,117567,Gemini,71,305.8,16.55
2021,France,Manufacturing,120,7786,Machine Learning,119650,Claude,63,710.4,11.23
2021,Brazil,Retail,201,2407,Python,66368,ChatGPT,99,704.3,22.05
2022,Brazil,Healthcare,188,17698,Data Science,98167,Copilot,79,244.7,29.96
2024,Japan,Telecom,450,19631,Python,141764,ChatGPT,88,251.6,27.99
2020,Singapore,Healthcare,228,2503,AI Tools,116753,Copilot,68,912.6,24.26
2021,Brazil,Finance,318,16497,Data Science,60424,TensorFlow,95,186.1,7.07
2021,China,Manufacturing,380,18721,NLP,145202,Gemini,75,697.9,24.78
2023,Finland,Healthcare,225,4010,Cloud Computing,108563,PyTorch,59,281.6,13.51
2020,Australia,Manufacturing,152,2382,AI Tools,118738,TensorFlow,96,346.5,9.26
2022,Indonesia,Retail,173,14960,Machine Learning,149341,Claude,52,785.7,8.89
2021,South Korea,IT,102,8259,Data Science,103115,Bard,93,986.5,25.49
2023,Switzerland,Education,477,6494,AI Tools,134482,PyTorch,73,632.9,22.59
2023,India,Finance,269,6465,Cloud Computing,90685,Bard,78,499.2,11.42
2022,Israel,Finance,418,19093,Machine Learning,81858,Copilot,68,247.3,5.59
2025,Brazil,Automotive,73,18862,Cloud Computing,79176,PyTorch,52,382.1,11.41
2025,Italy,Automotive,497,16664,NLP,114140,ChatGPT,93,201.2,6.88
2025,South Korea,Manufacturing,323,6651,Python,122852,Copilot,91,510.7,11.35
2020,Canada,Manufacturing,190,3543,Python,121559,Claude,87,641.7,6.86
2023,Israel,Manufacturing,174,2335,Cloud Computing,67618,Copilot,57,463.4,11.02
2022,Norway,Healthcare,493,15684,AI Tools,99928,ChatGPT,91,77.4,13.03
2023,Israel,Healthcare,101,6707,Cloud Computing,111031,Copilot,62,225.8,22.93
2021,Indonesia,Education,416,11196,Data Science,128575,Copilot,60,158.3,19.67
2024,Denmark,Education,330,5730,AI Tools,64346,PyTorch,59,206.5,8.56
2025,Australia,IT,264,16988,AI Tools,99103,Bard,64,228.2,24.46
2024,Israel,Retail,313,19592,AI Tools,116546,Claude,61,179.4,27.95
2022,Norway,Finance,144,16881,Data Science,110116,Copilot,92,809.6,25.53
2023,Indonesia,Finance,328,19316,AI Tools,108064,Bard,84,355.8,23.55
2024,Singapore,Education,447,7935,AI Tools,91456,PyTorch,53,906.6,22.22
2021,Netherlands,Automotive,290,5141,AI Tools,129286,PyTorch,60,640.5,26.92
2025,Australia,Manufacturing,189,16123,Machine Learning,112574,PyTorch,75,366.8,11.73
2023,Indonesia,Education,334,9272,Data Science,85527,PyTorch,99,997.7,25.52
2022,Mexico,Telecom,261,18343,Python,83584,Copilot,51,646,24.22
2022,India,IT,163,17223,Machine Learning,61995,Claude,91,962,8.77
2024,Finland,Manufacturing,314,18436,Cloud Computing,88836,Claude,82,135.7,16.98
2021,Indonesia,Education,55,1579,AI Tools,78954,Gemini,55,177.5,27.83
2020,Russia,Healthcare,73,12447,Data Science,93377,Gemini,77,719.1,5.33
2024,Norway,IT,109,15233,Machine Learning,70997,TensorFlow,52,913.3,9.7
2020,South Africa,Healthcare,389,1197,Data Science,118279,Claude,93,357.5,27.17
2024,Spain,Telecom,105,11350,Cloud Computing,146928,Copilot,58,250.5,15.07
2025,Australia,IT,493,18879,Cloud Computing,145360,TensorFlow,98,800.2,16.45
2020,Mexico,Automotive,322,7168,Python,119473,Claude,94,617.5,16.81
2021,Russia,Telecom,311,12636,Machine Learning,107264,TensorFlow,52,716.9,15.22
2020,South Africa,Healthcare,206,17674,Machine Learning,142592,Claude,64,981.4,23.93
2022,South Africa,Finance,456,10910,Python,132206,TensorFlow,70,353,28.09
2021,Israel,Telecom,291,19703,Machine Learning,137831,Copilot,63,243.8,9.05
2024,Norway,Finance,115,8465,Machine Learning,126436,TensorFlow,81,294.1,29.5
2022,Singapore,Manufacturing,254,4967,Cloud Computing,93300,Gemini,55,99.3,13
2025,UAE,IT,350,7211,Machine Learning,85085,Copilot,60,789.8,10.24
2025,Russia,Healthcare,230,6990,Data Science,66348,ChatGPT,89,277.4,25.08
2020,Finland,Education,336,10646,AI Tools,133212,PyTorch,77,666.2,14.1
2025,Sweden,Retail,470,19569,Python,61843,Copilot,78,222.4,24.01
2025,Finland,Automotive,432,4230,Python,85945,Bard,89,935.8,23.33
2024,China,Healthcare,216,5018,AI Tools,115074,ChatGPT,58,945.9,17.86
2020,Norway,Automotive,132,9685,AI Tools,92088,Claude,97,330,26.46
2023,Mexico,Retail,94,17143,Machine Learning,101909,Claude,88,541.6,21.51
2020,India,Healthcare,325,14406,AI Tools,116337,TensorFlow,88,511.1,16.68
2025,China,Retail,451,11890,Cloud Computing,89069,TensorFlow,100,333.2,17.49
2024,China,Retail,159,1451,Machine Learning,138017,ChatGPT,93,224.7,14.53
2020,Germany,Education,349,1623,NLP,120296,ChatGPT,84,456.9,18.42
2025,Spain,IT,116,4711,AI Tools,137094,Gemini,51,597.6,6.51
2021,China,Healthcare,459,13420,NLP,113670,Claude,74,681,15.43
2021,China,Healthcare,113,17230,Cloud Computing,89558,TensorFlow,64,82,20.29
2023,Singapore,Retail,202,13275,Data Science,89594,Copilot,70,133.8,18.14
2025,Mexico,Manufacturing,455,11167,Machine Learning,95242,Gemini,80,131.6,26.82
2023,Israel,Healthcare,235,13135,NLP,61110,ChatGPT,62,689.9,9.57
2022,Finland,Retail,367,7393,Python,106990,ChatGPT,100,901.9,25.86
2024,Switzerland,Education,60,8067,AI Tools,128160,Claude,83,944.6,28.23
2022,Canada,Manufacturing,447,7197,Data Science,143056,ChatGPT,80,721,22.4
2020,Brazil,Healthcare,266,2580,AI Tools,78536,PyTorch,50,863.4,23.8
2024,USA,Finance,291,1298,Data Science,108209,Copilot,93,766.1,18.57
2022,Finland,Telecom,133,5115,Data Science,96893,Gemini,71,407.1,18.4
2021,China,Healthcare,347,4717,AI Tools,132447,PyTorch,59,719.6,14.49
2022,Germany,Manufacturing,200,19767,Data Science,149274,Copilot,97,102.8,29.19
2024,Russia,Telecom,381,2099,Cloud Computing,110285,Claude,55,754.8,22.36
2025,Finland,Telecom,461,7325,NLP,90912,TensorFlow,92,903,17.5
2024,Sweden,Manufacturing,500,12292,AI Tools,140249,Copilot,56,419.5,25.93
2020,Turkey,Education,82,14750,Machine Learning,147308,Gemini,92,479.9,5.09
2020,Norway,Telecom,478,18738,Data Science,120735,Copilot,68,809.5,14.25
2022,France,Retail,418,1936,Cloud Computing,92389,TensorFlow,74,445.5,20.48
2021,Israel,Telecom,223,3515,Data Science,98095,ChatGPT,93,234.8,12.45
2024,Singapore,Manufacturing,335,11919,Machine Learning,129324,Copilot,69,776,27.52
2025,Germany,Automotive,401,16800,Machine Learning,128498,ChatGPT,98,989.9,18.35
2021,Canada,Finance,268,14535,NLP,84006,PyTorch,97,587.7,26.09
2021,Russia,Retail,285,5760,AI Tools,142687,Copilot,69,701.4,21.28
2025,Australia,Telecom,333,13367,Machine Learning,146090,ChatGPT,56,829.7,25.68
